ZIP_Code,county,lat,lon,cluster,risk_tier,cluster_prob,avg_fire_risk_score,avg_earned_premium,avg_premium_per_policy,avg_loss_ratio,high_risk_fraction,pct_premium_change
90048,Los Angeles County,34.20000000000002,-118.26000000000009,22,Risk Tier 29,0.5662752211587775,0.38,2512726.0,2163.6446039866105,0.028017081366571023,0.0,74.89237649991183
90049,Los Angeles County,34.20000000000002,-118.26000000000009,23,Risk Tier 32,1.0,1.6625,17538761.75,5626.374323681412,0.21247567916317114,0.0928770968998166,64.48751892876929
90056,Los Angeles County,34.20000000000002,-118.26000000000009,28,Risk Tier 17,0.6409492232892839,0.2475,1536894.5,1745.1717608189801,0.4147967678548265,0.0,78.23003293723727
90057,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,0.5505180009058268,0.1775,75811.25,1160.3255150651976,0.0,0.0,47.93343613902493
90058,Los Angeles County,34.20000000000002,-118.26000000000009,34,Risk Tier 11,0.6639504769044842,0.2,10974.5,656.5496090278133,0.24334495031884917,0.0,145.05616199968358
90059,Los Angeles County,34.20000000000002,-118.26000000000009,21,Wildland-Urban Interface High-Risk,0.9593407716479575,0.2,1249927.5,778.0095423249637,0.22498238741905238,0.00038203517779917173,91.88847219347453
90061,Los Angeles County,34.20000000000002,-118.26000000000009,-1,Outlier/Anomalous,0.0,0.1925,790381.0,770.2720383915994,0.45267688162599357,0.0,85.89523759830584
90062,Los Angeles County,34.20000000000002,-118.26000000000009,-1,Outlier/Anomalous,0.0,0.22,1294421.5,969.7119346458902,0.04476325064527723,0.0,98.07319235094583
90063,Los Angeles County,34.20000000000002,-118.26000000000009,21,Wildland-Urban Interface High-Risk,1.0,0.20500000000000002,1083848.5,738.1574078431654,0.027935951088331117,0.0,96.48515738111482
90064,Los Angeles County,34.20000000000002,-118.26000000000009,28,Risk Tier 17,0.6409492232892839,0.315,4282080.0,1738.44575472218,0.07928287997910666,0.0,77.51792332242687
90065,Los Angeles County,34.20000000000002,-118.26000000000009,30,Risk Tier 28,1.0,1.1925000000000001,3770212.75,1089.8043654549424,0.09859860041458682,0.013808545657287738,93.49968147481171
90066,Los Angeles County,34.20000000000002,-118.26000000000009,34,Risk Tier 11,0.744988789587946,0.235,4687274.0,1207.6553299785646,0.037431486938405714,0.0,92.55321064014163
90067,Los Angeles County,34.20000000000002,-118.26000000000009,23,Risk Tier 32,1.0,0.9875,68500.5,7101.784117717318,0.0,0.0,134.25438490090002
90068,Los Angeles County,34.20000000000002,-118.26000000000009,22,Risk Tier 29,0.4701382640807752,1.91,8324010.25,3148.7886189643227,0.08114601420759344,0.0481694806500288,70.63502801134302
90069,Los Angeles County,34.20000000000002,-118.26000000000009,23,Risk Tier 32,1.0,1.4275,6119936.75,5828.616953869238,0.007244040118926273,0.03362545133186237,55.396330171718134
90071,Los Angeles County,34.20000000000002,-118.26000000000009,23,Risk Tier 32,0.6029188900383009,0.3333333333333333,1206.6666666666667,3620.0,0.0,0.0,-100.0
90077,Los Angeles County,34.20000000000002,-118.26000000000009,23,Risk Tier 32,1.0,2.555,11663237.0,8905.541138483675,0.037115259818686415,0.2036494884568715,46.81589623914029
90094,Los Angeles County,34.20000000000002,-118.26000000000009,-1,Outlier/Anomalous,0.0,0.345,268866.0,1561.88759171132,0.0,0.0,109.17449218411397
90201,Los Angeles County,34.20000000000002,-118.26000000000009,21,Wildland-Urban Interface High-Risk,1.0,0.20750000000000002,1151763.25,679.2099631048725,0.17274869983492624,0.0,100.56009392604625
90210,Los Angeles County,34.20000000000002,-118.26000000000009,23,Risk Tier 32,1.0,1.8925,30429445.75,10861.666345696818,0.04342706954032017,0.16229392212375723,45.417612248161
90211,Los Angeles County,34.20000000000002,-118.26000000000009,22,Risk Tier 29,1.0,0.2975,1073288.25,2353.922133503114,0.3129855489344819,0.0,59.97339127038374
90212,Los Angeles County,34.20000000000002,-118.26000000000009,22,Risk Tier 29,0.4924684492898387,0.395,1552161.25,3229.791244612121,0.00014779473764373185,0.0017152860526354501,69.91753806625314
90220,Los Angeles County,34.20000000000002,-118.26000000000009,21,Wildland-Urban Interface High-Risk,0.9593407716479575,0.1975,2130465.25,793.9015021191517,0.11905775634488519,0.0,91.30319747150278
90221,Los Angeles County,34.20000000000002,-118.26000000000009,-1,Outlier/Anomalous,0.0,0.21000000000000002,1803034.75,791.0255623244417,0.5049387333703451,0.0,85.18433852757775
90222,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,1.0,0.2025,1182925.75,787.1561623652101,0.18331751222108794,0.0,77.79156239671372
90230,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,0.5505180009058268,0.205,1905498.0,1063.6127248008086,0.055397794213656995,0.0,70.34044561534506
90232,Los Angeles County,34.20000000000002,-118.26000000000009,34,Risk Tier 11,1.0,0.2125,1222654.25,1202.012773344085,0.10602856537519556,0.0,73.34662931444113
90240,Los Angeles County,34.20000000000002,-118.26000000000009,33,Risk Tier 6,1.0,0.1975,2232522.25,1002.3721653713378,0.11172550555044287,0.0,82.36021574613468
90241,Los Angeles County,34.20000000000002,-118.26000000000009,33,Risk Tier 6,1.0,0.1875,2397673.75,916.7001876477368,0.061434791355960756,0.0,81.54833929970548
90242,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,1.0,0.1725,1976381.0,736.7831121444351,0.20010302526648377,0.0,76.89713286786488
90245,Los Angeles County,34.20000000000002,-118.26000000000009,34,Risk Tier 11,0.7200647568866199,0.3425,1238420.5,1171.9619925325837,0.5298187880819489,0.0,150.94787293757324
90247,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,1.0,0.19,1475520.25,775.6429428392012,0.04173655898801812,0.0,74.19870486825369
90248,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,0.9973449909445445,0.20500000000000002,603162.75,803.3791652925561,0.05743625317676264,0.0,77.08090188687814
90249,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,0.8403356478859936,0.1725,1602116.5,774.4704867827389,0.11171409240023,0.0,66.35968882743254
90250,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,1.0,0.16249999999999998,3273672.25,757.0009762236396,0.13203741514772557,0.0,74.85053963356481
90254,Los Angeles County,34.20000000000002,-118.26000000000009,-1,Outlier/Anomalous,0.0,0.385,2588032.5,1679.8233492529343,0.4289259806447209,0.0,109.1116452308405
90255,Los Angeles County,34.20000000000002,-118.26000000000009,21,Wildland-Urban Interface High-Risk,1.0,0.2175,1257749.75,732.6667923336398,0.22231784560071893,0.0,99.65312984875425
90260,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,0.876884487474151,0.16999999999999998,1167001.25,713.1592183531693,0.23944779016211362,0.0,65.90447258303647
90262,Los Angeles County,34.20000000000002,-118.26000000000009,21,Wildland-Urban Interface High-Risk,0.6091766330419532,0.20249999999999999,1831746.5,708.8031598652979,0.1863876812527901,0.0,87.2217455736682
90264,Los Angeles County,34.20000000000002,-118.26000000000009,23,Risk Tier 32,1.0,2.0,36427.75,29947.75,2.0427806712962964,0.0,-34.44637345679013
90265,Los Angeles County,34.20000000000002,-118.26000000000009,23,Risk Tier 32,1.0,2.1675,16138923.0,7162.124321428527,6.813131451315179,0.0938613141145383,-14.832860676020648
90266,Los Angeles County,34.20000000000002,-118.26000000000009,29,Risk Tier 25,1.0,0.435,8006424.5,2118.5859737856886,0.06808040328467033,0.0,116.16241317462143
90270,Los Angeles County,34.20000000000002,-118.26000000000009,21,Wildland-Urban Interface High-Risk,1.0,0.21000000000000002,389110.5,654.6673061734263,0.012051739797676094,0.0,107.25523384605783
90272,Los Angeles County,34.20000000000002,-118.26000000000009,23,Risk Tier 32,1.0,1.78,14239198.25,4807.37952621767,0.04834300527518154,0.058165694131743634,95.59597598516622
90274,Los Angeles County,34.20000000000002,-118.26000000000009,-1,Outlier/Anomalous,0.0,0.6525000000000001,7870419.0,2540.0632827541795,0.03398180014858836,0.004505569730305314,140.80138336270153
90275,Los Angeles County,34.20000000000002,-118.26000000000009,-1,Outlier/Anomalous,0.0,0.41500000000000004,7395589.5,1627.2230129904906,0.035835042066962974,0.0006504916757054783,121.99836198068692
90277,Los Angeles County,34.20000000000002,-118.26000000000009,34,Risk Tier 11,0.6645402930098523,0.3175,2928859.0,1317.9409485566339,0.02045908241471594,0.0,131.1719672825336
90278,Los Angeles County,34.20000000000002,-118.26000000000009,34,Risk Tier 11,0.6639504769044842,0.2975,2931569.0,1055.492659171284,0.011637923886959856,0.0,103.5492199118958
90280,Los Angeles County,34.20000000000002,-118.26000000000009,21,Wildland-Urban Interface High-Risk,1.0,0.215,2641921.75,709.5917389865899,0.1005533476550598,0.0,90.93333816084048
90290,Los Angeles County,34.20000000000002,-118.26000000000009,6,Risk Tier 46,1.0,3.0175,1247665.75,2516.370795052577,0.05512203897238366,0.5297595662577588,107.26781561413692
90291,Los Angeles County,34.20000000000002,-118.26000000000009,28,Risk Tier 17,0.6409492232892839,0.3725,3302853.75,1802.4249701382805,0.05429209001847002,0.0,74.85942898979344
90292,Los Angeles County,34.20000000000002,-118.26000000000009,22,Risk Tier 29,0.561198193409505,0.485,1130376.5,3113.876331645046,0.004597703856066555,0.0,65.74386845268721
90293,Los Angeles County,34.20000000000002,-118.26000000000009,29,Risk Tier 25,1.0,0.3625,1108923.75,1941.2600960269533,0.0,0.0,90.55270023276522
90301,Los Angeles County,34.20000000000002,-118.26000000000009,21,Wildland-Urban Interface High-Risk,0.8949715811985107,0.21000000000000002,710893.5,791.1734035174911,0.009164376445353084,0.0,95.05052032048637
90302,Los Angeles County,34.20000000000002,-118.26000000000009,33,Risk Tier 6,0.9149279814375794,0.24,803240.0,933.4483723357641,0.36956515214653557,0.0,85.73498325956191
90303,Los Angeles County,34.20000000000002,-118.26000000000009,33,Risk Tier 6,0.8563822477190388,0.21250000000000002,923602.25,875.5547974789101,0.22756027661852513,0.0,84.10843809978957
90304,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,1.0,0.16999999999999998,610793.75,782.6279219600004,0.04888880385379065,0.0,74.56077649448855
90305,Los Angeles County,34.20000000000002,-118.26000000000009,33,Risk Tier 6,1.0,0.2375,1437076.0,1032.7363796294064,0.1771380701419018,0.0,81.49815676262445
90401,Los Angeles County,34.20000000000002,-118.26000000000009,-1,Outlier/Anomalous,0.0,0.39249999999999996,83289.0,2865.1052091667557,0.22771826300469297,0.0,54.96808641217626
90402,Los Angeles County,34.20000000000002,-118.26000000000009,23,Risk Tier 32,1.0,1.0425,6453580.5,4873.941851905222,0.013670308568712417,0.013784156676468599,72.95034521155083
90403,Los Angeles County,34.20000000000002,-118.26000000000009,29,Risk Tier 25,1.0,0.4175,984032.25,2231.5721631446627,0.07187166362383272,0.0,112.15208716814706
90404,Los Angeles County,34.20000000000002,-118.26000000000009,34,Risk Tier 11,1.0,0.2875,270327.5,1265.751471632128,0.0,0.0,75.09910306718987
90405,Los Angeles County,34.20000000000002,-118.26000000000009,28,Risk Tier 17,0.7403434199636063,0.315,2272420.5,1601.5186749786044,0.3354246908423717,0.0,93.5637553447161
90501,Los Angeles County,34.20000000000002,-118.26000000000009,33,Risk Tier 6,0.8703019881222585,0.23249999999999998,2056625.5,881.7588627580059,0.010530359587908222,0.0,103.14940158029282
90502,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,0.8672305226411589,0.15000000000000002,855185.75,753.907080030816,0.2605761170134876,0.0,66.9677417343358
90503,Los Angeles County,34.20000000000002,-118.26000000000009,34,Risk Tier 11,0.6639504769044842,0.2675,2447619.0,940.2838557391415,0.032322216305801295,0.0,114.82357368811856
90504,Los Angeles County,34.20000000000002,-118.26000000000009,21,Wildland-Urban Interface High-Risk,0.9593407716479575,0.22749999999999998,2040023.25,786.5313850435822,0.004980995533106638,0.0,90.70879563692677
90505,Los Angeles County,34.20000000000002,-118.26000000000009,34,Risk Tier 11,0.6639504769044842,0.265,2878160.5,1053.6304703054006,0.38379961202048174,0.0,105.05206556118003
90601,Los Angeles County,34.20000000000002,-118.26000000000009,30,Risk Tier 28,1.0,0.87,3035194.25,1118.623784554646,0.09932817332806347,0.010907278577936488,109.753668525487
90602,Los Angeles County,34.20000000000002,-118.26000000000009,30,Risk Tier 28,1.0,0.7775,1438588.25,1024.051603188357,0.06713138115897638,0.006611984986395378,107.86570925223322
90603,Los Angeles County,34.20000000000002,-118.26000000000009,30,Risk Tier 28,1.0,0.6825,2262596.75,1005.8338999210707,0.052337541957615565,0.0006039671120479227,105.1478018992058
90604,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,1.0,0.175,2965230.5,787.4826899292611,0.13961111512905672,0.0,81.83957970668214
90605,Los Angeles County,34.20000000000002,-118.26000000000009,33,Risk Tier 6,0.8703019881222585,0.3825,3182363.5,933.3167879201688,0.15222914689936407,0.000487983590130456,95.54177236310497
90606,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,0.8704655326787856,0.1925,1973387.0,754.3132931997266,0.13705965015292,0.0,83.28518114230711
90620,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,0.9317655893977306,0.2,3587023.5,808.6668477587242,0.12866042417113369,0.0,80.8095072955702
90621,Los Angeles County,34.20000000000002,-118.26000000000009,33,Risk Tier 6,0.9044624872250594,0.2275,1417914.5,980.3171313349803,0.040222102770594126,0.0,83.15945976710795
90623,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,0.5374858135304228,0.2025,1609446.25,936.6065013569221,0.18041404449591988,0.0,72.06265790462771
90630,Los Angeles County,34.20000000000002,-118.26000000000009,33,Risk Tier 6,1.0,0.23249999999999998,3770888.5,936.8450934493707,0.151701479797853,0.0,82.90335226190876
90631,Los Angeles County,34.20000000000002,-118.26000000000009,30,Risk Tier 28,1.0,0.75,6098372.5,1049.0402077428203,0.057046358559872654,0.007416482384854621,100.00544268332064
90638,Los Angeles County,34.20000000000002,-118.26000000000009,33,Risk Tier 6,1.0,0.21250000000000002,4461772.0,894.2363563265892,0.08421170152175032,0.0,81.28476746162126
90640,Los Angeles County,34.20000000000002,-118.26000000000009,21,Wildland-Urban Interface High-Risk,0.6481972075748706,0.245,2579149.0,836.6099114525069,0.13845026273695832,0.0,90.17648759210456
90650,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,0.9339668631304525,0.16999999999999998,5594879.75,666.4361330128088,0.1587082808919176,0.0,70.70747525997349
90660,Los Angeles County,34.20000000000002,-118.26000000000009,21,Wildland-Urban Interface High-Risk,1.0,0.2025,3391468.75,730.8363006946437,0.2535053406777261,0.0,93.8082111925024
90670,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,0.9339668631304525,0.16999999999999998,1037451.75,752.6650164299674,0.06676350866463865,0.0,69.16317573400457
90680,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,1.0,0.20750000000000002,801126.25,689.0746940942258,0.2043026015423007,0.0,76.21465068965577
90701,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,0.8403356478859936,0.15000000000000002,959639.25,862.1065048947889,0.2742628706790611,0.0,62.2978302129312
90703,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,0.5505180009058268,0.1825,4786821.75,958.340179612376,0.08752324185622061,0.0,68.03179829929736
90704,Los Angeles County,34.20000000000002,-118.26000000000009,6,Risk Tier 46,1.0,2.6425,277582.5,2271.828292371805,0.0,0.37283622397481453,82.3363638118401
90706,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,1.0,0.175,2825097.0,760.8888624496803,0.14303150948457793,0.0,76.95143107072346
90710,Los Angeles County,34.20000000000002,-118.26000000000009,33,Risk Tier 6,0.8910984431960257,0.2125,1310748.75,931.3376041543028,0.15831065389923477,0.0,91.21047750945746
90712,Los Angeles County,34.20000000000002,-118.26000000000009,21,Wildland-Urban Interface High-Risk,1.0,0.1975,2567285.0,705.766556647794,0.16406187364293973,0.0,92.76003874166354
90713,Los Angeles County,34.20000000000002,-118.26000000000009,21,Wildland-Urban Interface High-Risk,1.0,0.225,2358384.0,682.8800300883588,0.05751897394319701,0.0,108.59200013453196
90715,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,1.0,0.16,921285.5,694.0453782324909,0.31773864523009654,0.0,68.10503794501558
90716,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,0.8408771013414499,0.1875,309223.75,673.7463992176645,0.3391044733678744,0.0,76.05082039792318
90717,Los Angeles County,34.20000000000002,-118.26000000000009,34,Risk Tier 11,0.6639504769044842,0.2375,1130881.75,905.2326552499521,0.013298999074146806,0.0,115.06071058173876
90720,Los Angeles County,34.20000000000002,-118.26000000000009,34,Risk Tier 11,0.8388585903302798,0.295,2358762.25,1245.24683196289,0.024672282808351844,0.0,104.12504812919188
90723,Los Angeles County,34.20000000000002,-118.26000000000009,21,Wildland-Urban Interface High-Risk,1.0,0.1825,1024585.0,650.5452411935908,0.11799005788123663,0.0,96.90624108437312
90731,Los Angeles County,34.20000000000002,-118.26000000000009,33,Risk Tier 6,0.9156695904253671,0.24,2520236.75,1008.7325608382209,0.025679816984234716,0.0,90.03676662156491
90732,Los Angeles County,34.20000000000002,-118.26000000000009,34,Risk Tier 11,0.6639504769044842,0.2475,1651269.75,1092.7071982008524,0.1491346801732817,0.0,101.95749567751882
90740,Los Angeles County,34.20000000000002,-118.26000000000009,34,Risk Tier 11,0.6645402930098523,0.3325,1837840.25,1141.325580145965,0.05139748832454811,0.0,128.44236762857315
90742,Los Angeles County,34.20000000000002,-118.26000000000009,29,Risk Tier 25,1.0,0.3375,185884.25,1961.6618132608091,0.04000172891444755,0.0,157.58696001588396
90743,Los Angeles County,34.20000000000002,-118.26000000000009,29,Risk Tier 25,1.0,0.4475,98077.25,1780.6255911126545,0.0,0.0,123.44557426237705
90744,Los Angeles County,34.20000000000002,-118.26000000000009,21,Wildland-Urban Interface High-Risk,0.9593407716479575,0.1775,1892201.75,783.0968054751286,0.13869185659292918,0.0,89.28491415613126
90745,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,0.6921610482400786,0.135,3061908.75,787.4119563886795,0.1342571838562232,0.0,64.67200329259097
90746,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,0.5505180009058268,0.16999999999999998,3082604.5,1099.0618785686195,0.24764288914411714,0.0,68.78981727405481
90755,Los Angeles County,34.20000000000002,-118.26000000000009,33,Risk Tier 6,1.0,0.3775,540248.0,1034.0602098248946,0.005406798326344102,0.0,80.14477051107679
90802,Los Angeles County,34.20000000000002,-118.26000000000009,21,Wildland-Urban Interface High-Risk,0.5234596057447224,0.2175,189430.5,786.7330495589015,1.1844799395529184,0.0,96.1688623027923
90803,Los Angeles County,34.20000000000002,-118.26000000000009,34,Risk Tier 11,0.7170168492407564,0.295,2977050.5,1345.7680133273193,0.07473022386006997,0.0,120.95130425044596
90804,Los Angeles County,34.20000000000002,-118.26000000000009,21,Wildland-Urban Interface High-Risk,0.6952052657090365,0.2525,763907.0,737.0411605892837,0.030018588471236757,0.0,86.5639991786601
90805,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,1.0,0.175,3257977.5,702.6350389272276,0.28975679862159104,0.0,77.63949172274681
90806,Los Angeles County,34.20000000000002,-118.26000000000009,32,Urban Low-Risk,0.9770395880152056,0.1825,1496115.25,722.3659248022411,0.18221818965754782,0.0,83.69318788575252
90807,Los Angeles County,34.20000000000002,-118.26000000000009,33,Risk Tier 6,0.8703019881222585,0.22749999999999998,2733124.5,933.27269595954,0.10244651932081744,0.0,98.25347419489374
90808,Los Angeles County,34.20000000000002,-118.26000000000009,-1,Outlier/Anomalous,0.0,0.25,3946696.75,825.9915565748215,0.035239509377286135,0.0,106.05985162533041
